	Kingdom	Phylum	Class	Order	Family	Genus
ASV_13152	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13153	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13154	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13155	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13156	Bacteria	NA	NA	NA	NA	NA
ASV_13157	Bacteria	NA	NA	NA	NA	NA
ASV_13158	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_13159	Bacteria	NA	NA	NA	NA	NA
ASV_13160	Bacteria	NA	NA	NA	NA	NA
ASV_13161	Bacteria	Schekmanbacteria	NA	NA	NA	NA
ASV_13162	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus Latescibacter
ASV_13163	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga
ASV_13164	Bacteria	NB1-j	NA	NA	NA	NA
ASV_13165	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13166	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
ASV_13167	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_13168	Bacteria	NA	NA	NA	NA	NA
ASV_13169	Bacteria	NA	NA	NA	NA	NA
ASV_13170	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus
ASV_13171	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_13172	Bacteria	NA	NA	NA	NA	NA
ASV_13173	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV_13174	Bacteria	NA	NA	NA	NA	NA
ASV_13175	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_13176	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus
ASV_13177	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_13178	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_13179	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13180	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13181	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	NA
ASV_13182	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_13183	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA
ASV_13184	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	NA
ASV_13185	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_13186	Bacteria	NA	NA	NA	NA	NA
ASV_13187	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13188	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13189	Bacteria	Elusimicrobiota	Lineage IIb	NA	NA	NA
ASV_13190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	NA
ASV_13191	Bacteria	NB1-j	NA	NA	NA	NA
ASV_13192	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_13193	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_13194	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13195	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA
ASV_13196	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	NA	NA
ASV_13197	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_13198	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23
ASV_13199	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA
ASV_13200	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_13201	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_13202	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA
ASV_13203	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_13204	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_13205	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_13206	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
ASV_13207	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella
ASV_13208	Bacteria	NA	NA	NA	NA	NA
ASV_13209	Bacteria	NA	NA	NA	NA	NA
ASV_13210	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_13211	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13212	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Clostridiisalibacter	NA
ASV_13213	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_13214	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_13215	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_13216	Bacteria	NA	NA	NA	NA	NA
ASV_13217	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_13218	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_13219	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13220	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_13221	Bacteria	Nitrospinota	P9X2b3D02	NA	NA	NA
ASV_13222	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13223	Bacteria	NA	NA	NA	NA	NA
ASV_13224	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13225	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_13226	Bacteria	NA	NA	NA	NA	NA
ASV_13227	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13228	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	FS142-36B-02
ASV_13229	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13230	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_13231	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_13232	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13233	Bacteria	NA	NA	NA	NA	NA
ASV_13234	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Novibacillus
ASV_13235	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_13236	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_13237	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Amnipila
ASV_13238	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_13239	Bacteria	NA	NA	NA	NA	NA
ASV_13240	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Gayadomonas
ASV_13241	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA
ASV_13242	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13243	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV_13244	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13245	Bacteria	WPS-2	NA	NA	NA	NA
ASV_13246	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA
ASV_13247	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13248	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV_13249	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia
ASV_13250	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
ASV_13251	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_13252	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_13253	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_13254	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_13255	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA
ASV_13256	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA
ASV_13257	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Calorithrix
ASV_13258	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum
ASV_13259	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
ASV_13260	Bacteria	NA	NA	NA	NA	NA
ASV_13261	Eukaryota	NA	NA	NA	NA	NA
ASV_13262	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_13263	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_13264	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
ASV_13265	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13266	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_13267	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_13268	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_13269	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13270	Bacteria	Bdellovibrionota	Oligoflexia	053A03-B-DI-P58	NA	NA
ASV_13271	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA
ASV_13272	Bacteria	NA	NA	NA	NA	NA
ASV_13273	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13274	Bacteria	NA	NA	NA	NA	NA
ASV_13275	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_13276	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV_13277	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13278	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_13279	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_13280	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13281	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_13282	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_13283	Bacteria	NA	NA	NA	NA	NA
ASV_13284	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13285	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
ASV_13286	Bacteria	Acidobacteriota	AT-s3-28	NA	NA	NA
ASV_13287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	C1-B045
ASV_13288	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA
ASV_13289	Bacteria	NA	NA	NA	NA	NA
ASV_13290	Bacteria	NA	NA	NA	NA	NA
ASV_13291	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13292	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_13293	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_13294	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307
ASV_13295	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
ASV_13296	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_13297	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_13298	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
ASV_13299	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_13300	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_13301	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_13302	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA
ASV_13303	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
ASV_13304	Bacteria	NA	NA	NA	NA	NA
ASV_13305	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13306	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_13307	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_13308	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13309	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_13310	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13311	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA
ASV_13312	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_13313	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Sva1033	NA
ASV_13314	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA
ASV_13315	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13316	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_13317	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13318	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA
ASV_13319	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_13320	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_13321	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina
ASV_13322	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV_13323	Bacteria	NA	NA	NA	NA	NA
ASV_13324	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_13325	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13326	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13327	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_13328	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
ASV_13329	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_13330	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13331	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV_13332	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13333	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA
ASV_13334	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_13335	Bacteria	MBNT15	NA	NA	NA	NA
ASV_13336	Bacteria	NA	NA	NA	NA	NA
ASV_13337	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011
ASV_13338	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13339	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
ASV_13340	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_13341	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13342	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_13343	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_13344	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA
ASV_13345	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_13346	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13347	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV_13348	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_13349	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	NA
ASV_13350	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_13351	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13352	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_13353	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13354	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7
ASV_13355	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_13356	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 4
ASV_13357	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13358	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_13359	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011
ASV_13360	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_13361	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13362	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV_13363	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_13364	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_13365	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_13366	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_13367	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13368	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_13369	Bacteria	NA	NA	NA	NA	NA
ASV_13370	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_13371	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_13372	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	koll11	NA
ASV_13373	Bacteria	NA	NA	NA	NA	NA
ASV_13374	Bacteria	NA	NA	NA	NA	NA
ASV_13375	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_13376	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_13377	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_13378	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales Incertae Sedis	Candidatus Hepatoplasma
ASV_13379	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13380	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13381	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
ASV_13382	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13383	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA
ASV_13384	Bacteria	NA	NA	NA	NA	NA
ASV_13385	Bacteria	NA	NA	NA	NA	NA
ASV_13386	Bacteria	NA	NA	NA	NA	NA
ASV_13387	Bacteria	NA	NA	NA	NA	NA
ASV_13388	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_13389	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_13390	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halovibrio
ASV_13391	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_13392	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_13393	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ML602J-51
ASV_13394	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_13395	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_13396	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
ASV_13397	NA	NA	NA	NA	NA	NA
ASV_13398	Bacteria	NA	NA	NA	NA	NA
ASV_13399	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_13400	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Marinicella
ASV_13401	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_13402	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_13403	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13404	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Thermopolyspora
ASV_13405	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV_13406	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
ASV_13407	Bacteria	NB1-j	NA	NA	NA	NA
ASV_13408	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] oxidoreducens group
ASV_13409	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Sporobacter
ASV_13410	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_13411	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_13412	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV_13413	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_13414	Bacteria	Acidobacteriota	Blastocatellia	24-Nov	NA	NA
ASV_13415	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_13416	Bacteria	NA	NA	NA	NA	NA
ASV_13417	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
ASV_13418	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02
ASV_13419	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_13420	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV_13421	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
ASV_13422	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_13423	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
ASV_13424	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
ASV_13425	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
ASV_13426	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA
ASV_13427	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Criblamydiaceae	NA
ASV_13428	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA
ASV_13429	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_13430	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13431	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_13432	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13433	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_13434	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
ASV_13435	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13436	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13437	Bacteria	Planctomycetota	BD7-11	NA	NA	NA
ASV_13438	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV_13439	Bacteria	NA	NA	NA	NA	NA
ASV_13440	Bacteria	NA	NA	NA	NA	NA
ASV_13441	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_13442	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
ASV_13443	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV_13444	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_13445	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_13446	Bacteria	Myxococcota	bacteriap25	NA	NA	NA
ASV_13447	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_13448	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_13449	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13450	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_13451	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_13452	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV_13453	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
ASV_13454	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
ASV_13455	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_13456	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_13457	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Sva1033	NA
ASV_13458	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
